datetime,season,weather,temp,atemp,humidity,windspeed,day_type,hour,count
2011-01-03 10:00:00,1,1,7.38,8.335,43,16.9979,1,10,44
2011-01-03 11:00:00,1,1,8.2,9.09,40,22.0028,1,11,51
2011-01-03 12:00:00,1,1,9.02,10.605,35,19.9995,1,12,61
2011-01-03 13:00:00,1,1,9.84,10.605,35,19.0012,1,13,61
2011-01-03 14:00:00,1,1,10.66,12.12,30,19.0012,1,14,77
2011-01-03 15:00:00,1,1,10.66,12.12,30,16.9979,1,15,72
2011-01-03 16:00:00,1,1,10.66,12.12,30,16.9979,1,16,76
2011-01-03 17:00:00,1,1,9.84,11.365,30,15.0013,1,17,157
2011-01-03 18:00:00,1,1,9.84,12.88,32,7.0015,1,18,157
2011-01-03 19:00:00,1,1,8.2,12.88,47,0.0,1,19,110
2011-01-03 20:00:00,1,1,8.2,11.365,47,7.0015,1,20,52
2011-01-03 21:00:00,1,1,7.38,9.85,64,8.9981,1,21,52
2011-01-03 22:00:00,1,1,5.74,7.575,69,8.9981,1,22,20
2011-01-03 23:00:00,1,1,7.38,10.605,55,7.0015,1,23,12
2011-01-04 00:00:00,1,1,6.56,9.09,55,7.0015,1,0,5
2011-01-04 01:00:00,1,1,6.56,9.09,59,7.0015,1,1,2
2011-01-04 02:00:00,1,1,5.74,7.575,63,8.9981,1,2,1
2011-01-04 04:00:00,1,1,5.74,9.09,63,6.0032,1,4,2
2011-01-04 05:00:00,1,1,4.92,7.575,68,7.0015,1,5,4
2011-01-04 06:00:00,1,1,4.92,7.575,74,7.0015,1,6,36
2011-01-04 07:00:00,1,1,4.92,7.575,74,8.9981,1,7,94
2011-01-04 08:00:00,1,1,5.74,7.575,69,11.0014,1,8,179
2011-01-04 09:00:00,1,1,6.56,7.575,64,15.0013,1,9,100
2011-01-04 10:00:00,1,2,6.56,6.82,69,22.0028,1,10,42
2011-01-04 11:00:00,1,1,9.02,10.605,51,19.9995,1,11,57
2011-01-04 12:00:00,1,1,9.02,11.365,51,11.0014,1,12,78
2011-01-04 13:00:00,1,1,9.84,11.365,56,12.998,1,13,97
2011-01-04 14:00:00,1,1,10.66,12.88,52,15.0013,1,14,63
2011-01-04 15:00:00,1,1,11.48,13.635,52,16.9979,1,15,65
2011-01-04 16:00:00,1,1,12.3,14.395,49,16.9979,1,16,83
2011-01-04 17:00:00,1,1,11.48,13.635,48,15.0013,1,17,212
2011-01-04 18:00:00,1,1,10.66,12.88,48,12.998,1,18,182
2011-01-04 19:00:00,1,1,9.84,12.88,48,7.0015,1,19,112
2011-01-04 20:00:00,1,1,9.84,12.88,48,7.0015,1,20,54
2011-01-04 21:00:00,1,1,9.02,13.635,64,0.0,1,21,48
2011-01-04 22:00:00,1,1,9.02,12.88,64,6.0032,1,22,35
2011-01-04 23:00:00,1,1,8.2,11.365,69,6.0032,1,23,11
2011-01-05 00:00:00,1,1,8.2,12.88,64,0.0,1,0,6
2011-01-05 01:00:00,1,1,6.56,9.85,74,6.0032,1,1,6
2011-01-05 02:00:00,1,1,6.56,9.85,74,6.0032,1,2,2
2011-01-05 04:00:00,1,1,9.84,11.365,48,15.0013,1,4,2
2011-01-05 05:00:00,1,1,9.02,11.365,47,11.0014,1,5,3
2011-01-05 06:00:00,1,1,8.2,9.85,47,15.0013,1,6,33
2011-01-05 07:00:00,1,1,7.38,9.09,43,12.998,1,7,88
2011-01-05 08:00:00,1,1,8.2,9.09,40,19.9995,1,8,195
2011-01-05 09:00:00,1,1,9.02,9.85,37,22.0028,1,9,115
2011-01-05 10:00:00,1,1,9.02,9.85,37,22.0028,1,10,57
2011-01-05 11:00:00,1,1,10.66,11.365,33,22.0028,1,11,46
2011-01-05 12:00:00,1,1,10.66,11.365,33,22.0028,1,12,79
2011-01-05 13:00:00,1,1,11.48,12.88,30,19.9995,1,13,71
2011-01-05 14:00:00,1,1,12.3,14.395,28,12.998,1,14,62
2011-01-05 15:00:00,1,1,12.3,14.395,28,12.998,1,15,62
2011-01-05 16:00:00,1,1,12.3,15.91,28,6.0032,1,16,89
2011-01-05 17:00:00,1,1,9.84,11.365,38,12.998,1,17,190
2011-01-05 18:00:00,1,1,9.84,12.12,38,8.9981,1,18,169
2011-01-05 19:00:00,1,1,9.84,12.88,38,7.0015,1,19,132
2011-01-05 20:00:00,1,1,9.02,11.365,47,11.0014,1,20,89
2011-01-05 21:00:00,1,1,8.2,9.85,51,12.998,1,21,43
2011-01-05 22:00:00,1,1,7.38,9.85,55,8.9981,1,22,42
2011-01-05 23:00:00,1,1,8.2,12.88,47,0.0,1,23,19
2011-01-06 00:00:00,1,1,7.38,12.12,55,0.0,1,0,11
2011-01-06 01:00:00,1,1,6.56,11.365,64,0.0,1,1,4
2011-01-06 02:00:00,1,1,6.56,11.365,64,0.0,1,2,2
2011-01-06 04:00:00,1,2,6.56,9.85,64,6.0032,1,4,1
2011-01-06 05:00:00,1,2,5.74,9.09,69,6.0032,1,5,4
2011-01-06 06:00:00,1,2,5.74,8.335,63,7.0015,1,6,36
2011-01-06 07:00:00,1,2,6.56,11.365,59,0.0,1,7,95
2011-01-06 08:00:00,1,1,6.56,11.365,59,0.0,1,8,219
2011-01-06 09:00:00,1,2,7.38,12.12,51,0.0,1,9,122
2011-01-06 10:00:00,1,1,8.2,12.88,47,0.0,1,10,45
2011-01-06 11:00:00,1,1,9.02,12.88,44,6.0032,1,11,59
2011-01-06 12:00:00,1,1,10.66,14.395,35,0.0,1,12,84
2011-01-06 13:00:00,1,1,10.66,13.635,35,7.0015,1,13,67
2011-01-06 14:00:00,1,1,11.48,13.635,36,11.0014,1,14,70
2011-01-06 15:00:00,1,1,11.48,13.635,36,0.0,1,15,62
2011-01-06 16:00:00,1,1,10.66,12.88,38,11.0014,1,16,86
2011-01-06 17:00:00,1,1,9.02,11.365,51,11.0014,1,17,172
2011-01-06 18:00:00,1,1,9.02,11.365,51,8.9981,1,18,163
2011-01-06 19:00:00,1,1,9.02,12.88,55,6.0032,1,19,112
2011-01-06 20:00:00,1,1,8.2,10.605,51,11.0014,1,20,69
2011-01-06 21:00:00,1,2,9.02,10.605,55,15.0013,1,21,48
2011-01-06 22:00:00,1,2,9.02,10.605,51,19.0012,1,22,52
2011-01-06 23:00:00,1,2,8.2,9.85,59,12.998,1,23,23
2011-01-07 00:00:00,1,2,8.2,9.85,64,12.998,1,0,17
2011-01-07 01:00:00,1,2,8.2,9.85,69,15.0013,1,1,7
2011-01-07 02:00:00,1,2,8.2,9.85,69,15.0013,1,2,1
2011-01-07 04:00:00,1,2,8.2,10.605,69,8.9981,1,4,1
2011-01-07 05:00:00,1,3,9.02,13.635,55,0.0,1,5,5
2011-01-07 06:00:00,1,2,8.2,12.88,69,0.0,1,6,34
2011-01-07 07:00:00,1,1,8.2,10.605,69,8.9981,1,7,84
2011-01-07 08:00:00,1,1,8.2,9.85,51,16.9979,1,8,210
2011-01-07 09:00:00,1,1,8.2,9.09,47,19.9995,1,9,134
2011-01-07 10:00:00,1,1,9.02,9.85,37,22.0028,1,10,63
2011-01-07 11:00:00,1,2,8.2,9.85,40,15.0013,1,11,67
2011-01-07 12:00:00,1,2,8.2,9.85,37,16.9979,1,12,59
2011-01-07 13:00:00,1,2,8.2,9.09,37,19.0012,1,13,73
2011-01-07 14:00:00,1,2,8.2,9.85,40,16.9979,1,14,50
2011-01-07 15:00:00,1,2,8.2,10.605,37,11.0014,1,15,72
2011-01-07 16:00:00,1,2,8.2,10.605,37,11.0014,1,16,87
2011-01-07 17:00:00,1,2,8.2,12.88,37,0.0,1,17,187
2011-01-07 18:00:00,1,1,8.2,11.365,40,6.0032,1,18,123
2011-01-07 19:00:00,1,1,6.56,9.85,55,6.0032,1,19,95
2011-01-07 20:00:00,1,1,7.38,10.605,47,7.0015,1,20,51
2011-01-07 21:00:00,1,1,7.38,9.85,47,8.9981,1,21,39
2011-01-07 22:00:00,1,2,7.38,9.85,43,11.0014,1,22,36
2011-01-07 23:00:00,1,2,7.38,9.85,51,11.0014,1,23,15
2011-01-08 00:00:00,1,2,7.38,9.85,51,11.0014,2,0,25
2011-01-08 01:00:00,1,2,7.38,10.605,55,6.0032,2,1,16
2011-01-08 02:00:00,1,2,7.38,12.12,55,0.0,2,2,16
2011-01-08 03:00:00,1,3,7.38,9.85,55,11.0014,2,3,7
2011-01-08 04:00:00,1,3,7.38,9.85,55,11.0014,2,4,1
2011-01-08 05:00:00,1,2,6.56,8.335,74,11.0014,2,5,5
2011-01-08 06:00:00,1,2,6.56,8.335,74,11.0014,2,6,2
2011-01-08 07:00:00,1,2,6.56,9.09,74,7.0015,2,7,9
2011-01-08 08:00:00,1,3,6.56,9.09,93,7.0015,2,8,15
2011-01-08 09:00:00,1,3,6.56,9.09,93,7.0015,2,9,20
2011-01-08 10:00:00,1,2,7.38,9.85,80,11.0014,2,10,61
2011-01-08 11:00:00,1,2,8.2,9.09,69,26.0027,2,11,62
2011-01-08 12:00:00,1,2,8.2,9.09,59,23.9994,2,12,98
2011-01-08 13:00:00,1,1,8.2,9.09,44,22.0028,2,13,102
2011-01-08 14:00:00,1,1,8.2,8.335,32,32.9975,2,14,95
2011-01-08 15:00:00,1,1,8.2,8.335,32,30.0026,2,15,74
2011-01-08 16:00:00,1,1,7.38,6.82,29,30.0026,2,16,76
2011-01-08 17:00:00,1,1,6.56,6.06,37,36.9974,2,17,69
2011-01-08 18:00:00,1,1,5.74,6.06,39,19.9995,2,18,55
2011-01-08 19:00:00,1,1,5.74,6.06,36,16.9979,2,19,30
2011-01-08 20:00:00,1,1,4.92,6.06,36,16.9979,2,20,28
2011-01-08 21:00:00,1,1,4.92,5.305,39,23.9994,2,21,37
2011-01-08 22:00:00,1,1,4.92,5.305,36,26.0027,2,22,34
2011-01-08 23:00:00,1,1,4.1,3.03,39,30.0026,2,23,22
2011-01-09 00:00:00,1,1,4.1,3.79,42,26.0027,2,0,25
2011-01-09 01:00:00,1,1,4.1,3.03,42,31.0009,2,1,12
2011-01-09 02:00:00,1,1,4.1,3.03,46,31.0009,2,2,11
2011-01-09 03:00:00,1,1,4.1,3.79,46,27.9993,2,3,4
2011-01-09 04:00:00,1,1,3.28,4.545,53,12.998,2,4,1
2011-01-09 05:00:00,1,1,3.28,4.545,53,12.998,2,5,1
2011-01-09 06:00:00,1,1,4.1,4.545,49,19.0012,2,6,1
2011-01-09 07:00:00,1,1,3.28,4.545,53,12.998,2,7,6
2011-01-09 08:00:00,1,1,4.1,4.545,49,19.0012,2,8,10
2011-01-09 09:00:00,1,1,4.92,3.79,46,35.0008,2,9,19
2011-01-09 10:00:00,1,1,5.74,5.305,43,26.0027,2,10,49
2011-01-09 11:00:00,1,1,6.56,6.06,40,35.0008,2,11,49
2011-01-09 12:00:00,1,1,7.38,6.82,37,30.0026,2,12,83
2011-01-09 13:00:00,1,1,8.2,8.335,34,30.0026,2,13,75
2011-01-09 14:00:00,1,1,9.02,9.09,32,31.0009,2,14,72
2011-01-09 15:00:00,1,1,9.02,9.85,35,23.9994,2,15,82
2011-01-09 16:00:00,1,1,8.2,8.335,34,30.0026,2,16,92
2011-01-09 17:00:00,1,1,7.38,7.575,37,26.0027,2,17,62
2011-01-09 18:00:00,1,1,6.56,6.82,40,22.0028,2,18,48
2011-01-09 19:00:00,1,1,6.56,6.82,43,22.0028,2,19,41
2011-01-09 20:00:00,1,1,5.74,6.06,46,16.9979,2,20,38
2011-01-09 21:00:00,1,1,5.74,5.305,46,27.9993,2,21,20
2011-01-09 22:00:00,1,1,5.74,6.06,46,19.9995,2,22,15
2011-01-09 23:00:00,1,1,4.92,6.82,50,12.998,2,23,6
2011-01-10 00:00:00,1,1,4.92,6.06,50,19.0012,1,0,5
2011-01-10 01:00:00,1,1,4.92,6.06,50,19.0012,1,1,1
2011-01-10 02:00:00,1,1,4.92,6.06,50,15.0013,1,2,3
2011-01-10 03:00:00,1,1,4.92,6.06,50,15.0013,1,3,1
2011-01-10 04:00:00,1,1,4.1,6.06,54,8.9981,1,4,3
2011-01-10 05:00:00,1,1,4.1,5.305,54,16.9979,1,5,3
2011-01-10 06:00:00,1,1,4.92,6.06,50,19.0012,1,6,31
2011-01-10 07:00:00,1,1,4.92,6.06,50,15.0013,1,7,77
2011-01-10 08:00:00,1,2,4.92,6.06,50,19.0012,1,8,188
2011-01-10 09:00:00,1,2,5.74,6.06,50,16.9979,1,9,94
2011-01-10 10:00:00,1,2,5.74,6.06,50,19.9995,1,10,31
2011-01-10 11:00:00,1,2,6.56,6.82,47,19.0012,1,11,30
2011-01-10 12:00:00,1,2,8.2,9.09,40,19.0012,1,12,52
2011-01-10 13:00:00,1,2,8.2,9.09,40,19.0012,1,13,54
2011-01-10 14:00:00,1,2,8.2,9.85,40,15.0013,1,14,47
2011-01-10 15:00:00,1,2,8.2,9.85,40,15.0013,1,15,45
2011-01-10 16:00:00,1,1,8.2,10.605,40,8.9981,1,16,74
2011-01-10 17:00:00,1,1,8.2,11.365,40,7.0015,1,17,178
2011-01-10 18:00:00,1,1,8.2,9.85,40,15.0013,1,18,155
2011-01-10 19:00:00,1,1,6.56,8.335,47,11.0014,1,19,95
2011-01-10 20:00:00,1,1,6.56,8.335,50,11.0014,1,20,74
2011-01-10 21:00:00,1,1,5.74,6.82,59,12.998,1,21,38
2011-01-10 22:00:00,1,1,5.74,7.575,59,11.0014,1,22,24
2011-01-10 23:00:00,1,1,5.74,7.575,59,11.0014,1,23,18
2011-01-11 00:00:00,1,1,5.74,8.335,59,7.0015,1,0,12
2011-01-11 01:00:00,1,1,5.74,7.575,59,11.0014,1,1,3
2011-01-11 02:00:00,1,2,6.56,7.575,55,12.998,1,2,3
2011-01-11 05:00:00,1,2,6.56,9.09,55,8.9981,1,5,6
2011-01-11 06:00:00,1,2,6.56,9.09,55,8.9981,1,6,27
2011-01-11 07:00:00,1,2,6.56,11.365,55,0.0,1,7,99
2011-01-11 08:00:00,1,2,7.38,10.605,51,6.0032,1,8,217
2011-01-11 09:00:00,1,2,7.38,9.85,51,11.0014,1,9,130
2011-01-11 10:00:00,1,2,8.2,10.605,51,11.0014,1,10,54
2011-01-11 11:00:00,1,2,8.2,10.605,47,8.9981,1,11,35
2011-01-11 12:00:00,1,2,8.2,11.365,51,7.0015,1,12,57
2011-01-11 13:00:00,1,2,8.2,11.365,59,6.0032,1,13,52
2011-01-11 14:00:00,1,2,8.2,11.365,59,6.0032,1,14,63
2011-01-11 15:00:00,1,2,6.56,9.85,80,6.0032,1,15,47
2011-01-11 16:00:00,1,2,6.56,7.575,86,15.0013,1,16,76
2011-01-11 17:00:00,1,2,6.56,7.575,86,15.0013,1,17,136
2011-01-11 18:00:00,1,3,6.56,9.09,93,7.0015,1,18,95
2011-01-11 19:00:00,1,3,6.56,11.365,93,0.0,1,19,51
2011-01-11 20:00:00,1,3,6.56,7.575,93,12.998,1,20,32
2011-01-11 21:00:00,1,3,6.56,9.85,86,6.0032,1,21,20
2011-01-11 22:00:00,1,3,6.56,9.09,93,7.0015,1,22,29
2011-01-11 23:00:00,1,3,6.56,9.85,93,6.0032,1,23,19
2011-01-12 00:00:00,1,2,6.56,9.85,86,6.0032,1,0,7
2011-01-12 01:00:00,1,2,6.56,9.09,86,7.0015,1,1,6
2011-01-12 02:00:00,1,1,5.74,7.575,86,8.9981,1,2,1
2011-01-12 05:00:00,1,1,5.74,7.575,86,11.0014,1,5,5
2011-01-12 06:00:00,1,1,4.92,7.575,93,8.9981,1,6,16
2011-01-12 07:00:00,1,1,5.74,7.575,69,8.9981,1,7,54
2011-01-12 08:00:00,1,1,6.56,8.335,59,11.0014,1,8,128
2011-01-12 09:00:00,1,1,6.56,6.82,59,22.0028,1,9,81
2011-01-12 10:00:00,1,1,7.38,9.09,55,15.0013,1,10,39
2011-01-12 11:00:00,1,1,8.2,9.09,51,26.0027,1,11,35
2011-01-12 12:00:00,1,1,8.2,7.575,47,39.0007,1,12,55
2011-01-12 13:00:00,1,1,9.02,9.85,44,23.9994,1,13,49
2011-01-12 14:00:00,1,1,8.2,9.09,47,22.0028,1,14,44
2011-01-12 15:00:00,1,1,8.2,8.335,47,27.9993,1,15,49
2011-01-12 16:00:00,1,1,9.02,9.85,44,22.0028,1,16,68
2011-01-12 17:00:00,1,1,8.2,9.09,47,23.9994,1,17,139
2011-01-12 18:00:00,1,1,8.2,7.575,47,35.0008,1,18,137
2011-01-12 19:00:00,1,1,7.38,7.575,47,27.9993,1,19,83
2011-01-12 20:00:00,1,1,6.56,6.82,50,22.0028,1,20,56
2011-01-12 21:00:00,1,1,6.56,6.82,55,22.0028,1,21,57
2011-01-12 22:00:00,1,1,6.56,6.06,55,30.0026,1,22,33
2011-01-12 23:00:00,1,1,5.74,5.305,59,27.9993,1,23,20
2011-01-13 00:00:00,1,1,5.74,6.06,59,19.0012,1,0,7
2011-01-13 01:00:00,1,1,5.74,6.06,50,19.0012,1,1,2
2011-01-13 02:00:00,1,1,5.74,6.06,50,23.9994,1,2,2
2011-01-13 03:00:00,1,1,5.74,6.06,50,22.0028,1,3,3
2011-01-13 04:00:00,1,1,5.74,6.06,50,16.9979,1,4,4
2011-01-13 05:00:00,1,1,5.74,6.06,50,19.9995,1,5,3
2011-01-13 06:00:00,1,1,4.92,7.575,54,8.9981,1,6,28
2011-01-13 07:00:00,1,1,4.92,7.575,54,8.9981,1,7,72
2011-01-13 08:00:00,1,1,5.74,6.82,50,12.998,1,8,202
2011-01-13 09:00:00,1,1,5.74,6.06,50,22.0028,1,9,139
2011-01-13 10:00:00,1,2,6.56,6.82,50,23.9994,1,10,38
2011-01-13 11:00:00,1,2,8.2,8.335,44,30.0026,1,11,37
2011-01-13 12:00:00,1,1,8.2,8.335,44,27.9993,1,12,52
2011-01-13 13:00:00,1,1,9.02,9.85,41,30.0026,1,13,83
2011-01-13 14:00:00,1,1,9.02,9.85,41,26.0027,1,14,42
2011-01-13 15:00:00,1,1,9.84,10.605,38,19.9995,1,15,60
2011-01-13 16:00:00,1,1,9.84,10.605,38,23.9994,1,16,78
2011-01-13 17:00:00,1,1,8.2,9.09,40,19.0012,1,17,162
2011-01-13 18:00:00,1,1,8.2,9.09,40,22.0028,1,18,144
2011-01-13 19:00:00,1,1,6.56,7.575,47,16.9979,1,19,99
2011-01-13 20:00:00,1,1,6.56,7.575,47,15.0013,1,20,64
2011-01-13 21:00:00,1,1,5.74,6.06,46,19.9995,1,21,40
2011-01-13 22:00:00,1,1,5.74,6.06,46,22.0028,1,22,30
2011-01-13 23:00:00,1,1,4.92,6.82,50,12.998,1,23,15
2011-01-14 00:00:00,1,1,4.92,6.82,50,12.998,1,0,14
2011-01-14 01:00:00,1,1,4.1,6.06,54,11.0014,1,1,5
2011-01-14 02:00:00,1,1,4.1,6.06,54,8.9981,1,2,1
2011-01-14 03:00:00,1,1,4.1,6.82,54,7.0015,1,3,1
2011-01-14 05:00:00,1,1,4.1,6.82,54,6.0032,1,5,8
2011-01-14 06:00:00,1,1,4.1,9.09,54,0.0,1,6,17
2011-01-14 07:00:00,1,1,4.1,6.06,74,11.0014,1,7,70
2011-01-14 08:00:00,1,1,4.92,8.335,68,0.0,1,8,158
2011-01-14 09:00:00,1,1,5.74,7.575,69,8.9981,1,9,117
2011-01-14 10:00:00,1,1,7.38,9.09,55,12.998,1,10,44
2011-01-14 11:00:00,1,1,7.38,8.335,51,19.0012,1,11,53
2011-01-14 12:00:00,1,1,8.2,9.85,44,16.9979,1,12,61
2011-01-14 13:00:00,1,1,9.02,9.85,37,26.0027,1,13,77
2011-01-14 14:00:00,1,1,9.02,10.605,41,19.0012,1,14,64
2011-01-14 15:00:00,1,1,9.84,12.12,38,11.0014,1,15,68
2011-01-14 16:00:00,1,1,9.02,12.12,41,7.0015,1,16,90
2011-01-14 17:00:00,1,1,9.02,11.365,41,11.0014,1,17,159
2011-01-14 18:00:00,1,1,8.2,12.88,47,0.0,1,18,139
2011-01-14 19:00:00,1,1,6.56,9.85,59,6.0032,1,19,92
2011-01-14 20:00:00,1,1,7.38,12.12,59,0.0,1,20,68
2011-01-14 21:00:00,1,1,6.56,11.365,69,0.0,1,21,52
2011-01-14 22:00:00,1,2,6.56,11.365,69,0.0,1,22,36
2011-01-14 23:00:00,1,2,7.38,12.12,55,0.0,1,23,27
2011-01-15 00:00:00,1,1,7.38,12.12,55,0.0,2,0,28
2011-01-15 01:00:00,1,2,6.56,9.85,59,6.0032,2,1,20
2011-01-15 02:00:00,1,2,6.56,9.85,59,6.0032,2,2,12
2011-01-15 03:00:00,1,2,6.56,11.365,59,0.0,2,3,8
2011-01-15 04:00:00,1,2,6.56,11.365,59,0.0,2,4,5
2011-01-15 05:00:00,1,1,6.56,11.365,59,0.0,2,5,1
2011-01-15 06:00:00,1,1,5.74,8.335,63,7.0015,2,6,3
2011-01-15 07:00:00,1,1,5.74,10.605,63,0.0,2,7,10
2011-01-15 08:00:00,1,1,5.74,7.575,63,8.9981,2,8,23
2011-01-15 09:00:00,1,1,6.56,9.09,64,8.9981,2,9,33
2011-01-15 10:00:00,1,1,7.38,9.85,59,11.0014,2,10,59
2011-01-15 11:00:00,1,1,8.2,9.85,55,15.0013,2,11,72
2011-01-15 12:00:00,1,1,9.84,11.365,48,15.0013,2,12,89
2011-01-15 13:00:00,1,1,11.48,12.88,38,19.9995,2,13,101
2011-01-15 14:00:00,1,1,12.3,14.395,39,19.0012,2,14,118
2011-01-15 15:00:00,1,2,13.12,15.91,36,12.998,2,15,129
2011-01-15 16:00:00,1,2,13.94,16.665,34,12.998,2,16,128
2011-01-15 17:00:00,1,2,13.12,15.15,36,19.0012,2,17,83
2011-01-15 18:00:00,1,2,12.3,14.395,45,16.9979,2,18,84
2011-01-15 19:00:00,1,2,13.12,15.15,39,16.9979,2,19,74
2011-01-15 20:00:00,1,2,13.12,15.15,39,16.9979,2,20,41
2011-01-15 21:00:00,1,2,13.12,15.15,39,15.0013,2,21,57
2011-01-15 22:00:00,1,2,12.3,15.91,42,7.0015,2,22,26
2011-01-15 23:00:00,1,1,12.3,14.395,45,19.0012,2,23,44
2011-01-16 00:00:00,1,1,10.66,15.15,56,0.0,2,0,39
2011-01-16 01:00:00,1,1,10.66,13.635,56,8.9981,2,1,23
2011-01-16 02:00:00,1,1,10.66,14.395,56,6.0032,2,2,16
2011-01-16 03:00:00,1,1,9.02,13.635,69,0.0,2,3,15
2011-01-16 04:00:00,1,1,10.66,12.88,56,11.0014,2,4,1
2011-01-16 05:00:00,1,2,10.66,12.88,56,11.0014,2,5,2
2011-01-16 06:00:00,1,2,10.66,12.88,56,11.0014,2,6,1
2011-01-16 07:00:00,1,2,9.84,10.605,56,19.9995,2,7,3
2011-01-16 08:00:00,1,1,9.02,10.605,55,19.0012,2,8,18
2011-01-16 09:00:00,1,1,9.02,10.605,51,16.9979,2,9,32
2011-01-16 10:00:00,1,1,9.02,10.605,51,19.0012,2,10,79
2011-01-16 11:00:00,1,1,9.84,11.365,44,16.9979,2,11,93
2011-01-16 12:00:00,1,1,9.84,10.605,41,19.0012,2,12,104
2011-01-16 13:00:00,1,1,10.66,11.365,35,19.9995,2,13,118
2011-01-16 14:00:00,1,1,11.48,13.635,36,16.9979,2,14,91
2011-01-16 15:00:00,1,1,10.66,12.12,38,16.9979,2,15,113
2011-01-16 16:00:00,1,1,9.84,11.365,38,15.0013,2,16,99
2011-01-16 17:00:00,1,1,9.02,10.605,37,16.9979,2,17,105
2011-01-16 18:00:00,1,1,8.2,10.605,40,11.0014,2,18,67
2011-01-16 19:00:00,1,1,7.38,9.85,47,8.9981,2,19,61
