datetime,weather,atemp,humidity,windspeed,hour,year,month,count
2011-01-03 10:00:00,1,8.335,43,16.9979,10,2011,1,44
2011-01-03 11:00:00,1,9.09,40,22.0028,11,2011,1,51
2011-01-03 12:00:00,1,10.605,35,19.9995,12,2011,1,61
2011-01-03 13:00:00,1,10.605,35,19.0012,13,2011,1,61
2011-01-03 14:00:00,1,12.12,30,19.0012,14,2011,1,77
2011-01-03 15:00:00,1,12.12,30,16.9979,15,2011,1,72
2011-01-03 16:00:00,1,12.12,30,16.9979,16,2011,1,76
2011-01-03 17:00:00,1,11.365,30,15.0013,17,2011,1,157
2011-01-03 18:00:00,1,12.88,32,7.0015,18,2011,1,157
2011-01-03 19:00:00,1,12.88,47,0.0,19,2011,1,110
2011-01-03 20:00:00,1,11.365,47,7.0015,20,2011,1,52
2011-01-03 21:00:00,1,9.85,64,8.9981,21,2011,1,52
2011-01-03 22:00:00,1,7.575,69,8.9981,22,2011,1,20
2011-01-03 23:00:00,1,10.605,55,7.0015,23,2011,1,12
2011-01-04 00:00:00,1,9.09,55,7.0015,0,2011,1,5
2011-01-04 01:00:00,1,9.09,59,7.0015,1,2011,1,2
2011-01-04 02:00:00,1,7.575,63,8.9981,2,2011,1,1
2011-01-04 04:00:00,1,9.09,63,6.0032,4,2011,1,2
2011-01-04 05:00:00,1,7.575,68,7.0015,5,2011,1,4
2011-01-04 06:00:00,1,7.575,74,7.0015,6,2011,1,36
2011-01-04 07:00:00,1,7.575,74,8.9981,7,2011,1,94
2011-01-04 08:00:00,1,7.575,69,11.0014,8,2011,1,179
2011-01-04 09:00:00,1,7.575,64,15.0013,9,2011,1,100
2011-01-04 10:00:00,2,6.82,69,22.0028,10,2011,1,42
2011-01-04 11:00:00,1,10.605,51,19.9995,11,2011,1,57
2011-01-04 12:00:00,1,11.365,51,11.0014,12,2011,1,78
2011-01-04 13:00:00,1,11.365,56,12.998,13,2011,1,97
2011-01-04 14:00:00,1,12.88,52,15.0013,14,2011,1,63
2011-01-04 15:00:00,1,13.635,52,16.9979,15,2011,1,65
2011-01-04 16:00:00,1,14.395,49,16.9979,16,2011,1,83
2011-01-04 17:00:00,1,13.635,48,15.0013,17,2011,1,212
2011-01-04 18:00:00,1,12.88,48,12.998,18,2011,1,182
2011-01-04 19:00:00,1,12.88,48,7.0015,19,2011,1,112
2011-01-04 20:00:00,1,12.88,48,7.0015,20,2011,1,54
2011-01-04 21:00:00,1,13.635,64,0.0,21,2011,1,48
2011-01-04 22:00:00,1,12.88,64,6.0032,22,2011,1,35
2011-01-04 23:00:00,1,11.365,69,6.0032,23,2011,1,11
2011-01-05 00:00:00,1,12.88,64,0.0,0,2011,1,6
2011-01-05 01:00:00,1,9.85,74,6.0032,1,2011,1,6
2011-01-05 02:00:00,1,9.85,74,6.0032,2,2011,1,2
2011-01-05 04:00:00,1,11.365,48,15.0013,4,2011,1,2
2011-01-05 05:00:00,1,11.365,47,11.0014,5,2011,1,3
2011-01-05 06:00:00,1,9.85,47,15.0013,6,2011,1,33
2011-01-05 07:00:00,1,9.09,43,12.998,7,2011,1,88
2011-01-05 08:00:00,1,9.09,40,19.9995,8,2011,1,195
2011-01-05 09:00:00,1,9.85,37,22.0028,9,2011,1,115
2011-01-05 10:00:00,1,9.85,37,22.0028,10,2011,1,57
2011-01-05 11:00:00,1,11.365,33,22.0028,11,2011,1,46
2011-01-05 12:00:00,1,11.365,33,22.0028,12,2011,1,79
2011-01-05 13:00:00,1,12.88,30,19.9995,13,2011,1,71
2011-01-05 14:00:00,1,14.395,28,12.998,14,2011,1,62
2011-01-05 15:00:00,1,14.395,28,12.998,15,2011,1,62
2011-01-05 16:00:00,1,15.91,28,6.0032,16,2011,1,89
2011-01-05 17:00:00,1,11.365,38,12.998,17,2011,1,190
2011-01-05 18:00:00,1,12.12,38,8.9981,18,2011,1,169
2011-01-05 19:00:00,1,12.88,38,7.0015,19,2011,1,132
2011-01-05 20:00:00,1,11.365,47,11.0014,20,2011,1,89
2011-01-05 21:00:00,1,9.85,51,12.998,21,2011,1,43
2011-01-05 22:00:00,1,9.85,55,8.9981,22,2011,1,42
2011-01-05 23:00:00,1,12.88,47,0.0,23,2011,1,19
2011-01-06 00:00:00,1,12.12,55,0.0,0,2011,1,11
2011-01-06 01:00:00,1,11.365,64,0.0,1,2011,1,4
2011-01-06 02:00:00,1,11.365,64,0.0,2,2011,1,2
2011-01-06 04:00:00,2,9.85,64,6.0032,4,2011,1,1
2011-01-06 05:00:00,2,9.09,69,6.0032,5,2011,1,4
2011-01-06 06:00:00,2,8.335,63,7.0015,6,2011,1,36
2011-01-06 07:00:00,2,11.365,59,0.0,7,2011,1,95
2011-01-06 08:00:00,1,11.365,59,0.0,8,2011,1,219
2011-01-06 09:00:00,2,12.12,51,0.0,9,2011,1,122
2011-01-06 10:00:00,1,12.88,47,0.0,10,2011,1,45
2011-01-06 11:00:00,1,12.88,44,6.0032,11,2011,1,59
2011-01-06 12:00:00,1,14.395,35,0.0,12,2011,1,84
2011-01-06 13:00:00,1,13.635,35,7.0015,13,2011,1,67
2011-01-06 14:00:00,1,13.635,36,11.0014,14,2011,1,70
2011-01-06 15:00:00,1,13.635,36,0.0,15,2011,1,62
2011-01-06 16:00:00,1,12.88,38,11.0014,16,2011,1,86
2011-01-06 17:00:00,1,11.365,51,11.0014,17,2011,1,172
2011-01-06 18:00:00,1,11.365,51,8.9981,18,2011,1,163
2011-01-06 19:00:00,1,12.88,55,6.0032,19,2011,1,112
2011-01-06 20:00:00,1,10.605,51,11.0014,20,2011,1,69
2011-01-06 21:00:00,2,10.605,55,15.0013,21,2011,1,48
2011-01-06 22:00:00,2,10.605,51,19.0012,22,2011,1,52
2011-01-06 23:00:00,2,9.85,59,12.998,23,2011,1,23
2011-01-07 00:00:00,2,9.85,64,12.998,0,2011,1,17
2011-01-07 01:00:00,2,9.85,69,15.0013,1,2011,1,7
2011-01-07 02:00:00,2,9.85,69,15.0013,2,2011,1,1
2011-01-07 04:00:00,2,10.605,69,8.9981,4,2011,1,1
2011-01-07 05:00:00,3,13.635,55,0.0,5,2011,1,5
2011-01-07 06:00:00,2,12.88,69,0.0,6,2011,1,34
2011-01-07 07:00:00,1,10.605,69,8.9981,7,2011,1,84
2011-01-07 08:00:00,1,9.85,51,16.9979,8,2011,1,210
2011-01-07 09:00:00,1,9.09,47,19.9995,9,2011,1,134
2011-01-07 10:00:00,1,9.85,37,22.0028,10,2011,1,63
2011-01-07 11:00:00,2,9.85,40,15.0013,11,2011,1,67
2011-01-07 12:00:00,2,9.85,37,16.9979,12,2011,1,59
2011-01-07 13:00:00,2,9.09,37,19.0012,13,2011,1,73
2011-01-07 14:00:00,2,9.85,40,16.9979,14,2011,1,50
2011-01-07 15:00:00,2,10.605,37,11.0014,15,2011,1,72
2011-01-07 16:00:00,2,10.605,37,11.0014,16,2011,1,87
2011-01-07 17:00:00,2,12.88,37,0.0,17,2011,1,187
2011-01-07 18:00:00,1,11.365,40,6.0032,18,2011,1,123
2011-01-07 19:00:00,1,9.85,55,6.0032,19,2011,1,95
2011-01-07 20:00:00,1,10.605,47,7.0015,20,2011,1,51
2011-01-07 21:00:00,1,9.85,47,8.9981,21,2011,1,39
2011-01-07 22:00:00,2,9.85,43,11.0014,22,2011,1,36
2011-01-07 23:00:00,2,9.85,51,11.0014,23,2011,1,15
2011-01-08 00:00:00,2,9.85,51,11.0014,0,2011,1,25
2011-01-08 01:00:00,2,10.605,55,6.0032,1,2011,1,16
2011-01-08 02:00:00,2,12.12,55,0.0,2,2011,1,16
2011-01-08 03:00:00,3,9.85,55,11.0014,3,2011,1,7
2011-01-08 04:00:00,3,9.85,55,11.0014,4,2011,1,1
2011-01-08 05:00:00,2,8.335,74,11.0014,5,2011,1,5
2011-01-08 06:00:00,2,8.335,74,11.0014,6,2011,1,2
2011-01-08 07:00:00,2,9.09,74,7.0015,7,2011,1,9
2011-01-08 08:00:00,3,9.09,93,7.0015,8,2011,1,15
2011-01-08 09:00:00,3,9.09,93,7.0015,9,2011,1,20
2011-01-08 10:00:00,2,9.85,80,11.0014,10,2011,1,61
2011-01-08 11:00:00,2,9.09,69,26.0027,11,2011,1,62
2011-01-08 12:00:00,2,9.09,59,23.9994,12,2011,1,98
2011-01-08 13:00:00,1,9.09,44,22.0028,13,2011,1,102
2011-01-08 14:00:00,1,8.335,32,32.9975,14,2011,1,95
2011-01-08 15:00:00,1,8.335,32,30.0026,15,2011,1,74
2011-01-08 16:00:00,1,6.82,29,30.0026,16,2011,1,76
2011-01-08 17:00:00,1,6.06,37,36.9974,17,2011,1,69
2011-01-08 18:00:00,1,6.06,39,19.9995,18,2011,1,55
2011-01-08 19:00:00,1,6.06,36,16.9979,19,2011,1,30
2011-01-08 20:00:00,1,6.06,36,16.9979,20,2011,1,28
2011-01-08 21:00:00,1,5.305,39,23.9994,21,2011,1,37
2011-01-08 22:00:00,1,5.305,36,26.0027,22,2011,1,34
2011-01-08 23:00:00,1,3.03,39,30.0026,23,2011,1,22
2011-01-09 00:00:00,1,3.79,42,26.0027,0,2011,1,25
2011-01-09 01:00:00,1,3.03,42,31.0009,1,2011,1,12
2011-01-09 02:00:00,1,3.03,46,31.0009,2,2011,1,11
2011-01-09 03:00:00,1,3.79,46,27.9993,3,2011,1,4
2011-01-09 04:00:00,1,4.545,53,12.998,4,2011,1,1
2011-01-09 05:00:00,1,4.545,53,12.998,5,2011,1,1
2011-01-09 06:00:00,1,4.545,49,19.0012,6,2011,1,1
2011-01-09 07:00:00,1,4.545,53,12.998,7,2011,1,6
2011-01-09 08:00:00,1,4.545,49,19.0012,8,2011,1,10
2011-01-09 09:00:00,1,3.79,46,35.0008,9,2011,1,19
2011-01-09 10:00:00,1,5.305,43,26.0027,10,2011,1,49
2011-01-09 11:00:00,1,6.06,40,35.0008,11,2011,1,49
2011-01-09 12:00:00,1,6.82,37,30.0026,12,2011,1,83
2011-01-09 13:00:00,1,8.335,34,30.0026,13,2011,1,75
2011-01-09 14:00:00,1,9.09,32,31.0009,14,2011,1,72
2011-01-09 15:00:00,1,9.85,35,23.9994,15,2011,1,82
2011-01-09 16:00:00,1,8.335,34,30.0026,16,2011,1,92
2011-01-09 17:00:00,1,7.575,37,26.0027,17,2011,1,62
2011-01-09 18:00:00,1,6.82,40,22.0028,18,2011,1,48
2011-01-09 19:00:00,1,6.82,43,22.0028,19,2011,1,41
2011-01-09 20:00:00,1,6.06,46,16.9979,20,2011,1,38
2011-01-09 21:00:00,1,5.305,46,27.9993,21,2011,1,20
2011-01-09 22:00:00,1,6.06,46,19.9995,22,2011,1,15
2011-01-09 23:00:00,1,6.82,50,12.998,23,2011,1,6
2011-01-10 00:00:00,1,6.06,50,19.0012,0,2011,1,5
2011-01-10 01:00:00,1,6.06,50,19.0012,1,2011,1,1
2011-01-10 02:00:00,1,6.06,50,15.0013,2,2011,1,3
2011-01-10 03:00:00,1,6.06,50,15.0013,3,2011,1,1
2011-01-10 04:00:00,1,6.06,54,8.9981,4,2011,1,3
2011-01-10 05:00:00,1,5.305,54,16.9979,5,2011,1,3
2011-01-10 06:00:00,1,6.06,50,19.0012,6,2011,1,31
2011-01-10 07:00:00,1,6.06,50,15.0013,7,2011,1,77
2011-01-10 08:00:00,2,6.06,50,19.0012,8,2011,1,188
2011-01-10 09:00:00,2,6.06,50,16.9979,9,2011,1,94
2011-01-10 10:00:00,2,6.06,50,19.9995,10,2011,1,31
2011-01-10 11:00:00,2,6.82,47,19.0012,11,2011,1,30
2011-01-10 12:00:00,2,9.09,40,19.0012,12,2011,1,52
2011-01-10 13:00:00,2,9.09,40,19.0012,13,2011,1,54
2011-01-10 14:00:00,2,9.85,40,15.0013,14,2011,1,47
2011-01-10 15:00:00,2,9.85,40,15.0013,15,2011,1,45
2011-01-10 16:00:00,1,10.605,40,8.9981,16,2011,1,74
2011-01-10 17:00:00,1,11.365,40,7.0015,17,2011,1,178
2011-01-10 18:00:00,1,9.85,40,15.0013,18,2011,1,155
2011-01-10 19:00:00,1,8.335,47,11.0014,19,2011,1,95
2011-01-10 20:00:00,1,8.335,50,11.0014,20,2011,1,74
2011-01-10 21:00:00,1,6.82,59,12.998,21,2011,1,38
2011-01-10 22:00:00,1,7.575,59,11.0014,22,2011,1,24
2011-01-10 23:00:00,1,7.575,59,11.0014,23,2011,1,18
2011-01-11 00:00:00,1,8.335,59,7.0015,0,2011,1,12
2011-01-11 01:00:00,1,7.575,59,11.0014,1,2011,1,3
2011-01-11 02:00:00,2,7.575,55,12.998,2,2011,1,3
2011-01-11 05:00:00,2,9.09,55,8.9981,5,2011,1,6
2011-01-11 06:00:00,2,9.09,55,8.9981,6,2011,1,27
2011-01-11 07:00:00,2,11.365,55,0.0,7,2011,1,99
2011-01-11 08:00:00,2,10.605,51,6.0032,8,2011,1,217
2011-01-11 09:00:00,2,9.85,51,11.0014,9,2011,1,130
2011-01-11 10:00:00,2,10.605,51,11.0014,10,2011,1,54
2011-01-11 11:00:00,2,10.605,47,8.9981,11,2011,1,35
2011-01-11 12:00:00,2,11.365,51,7.0015,12,2011,1,57
2011-01-11 13:00:00,2,11.365,59,6.0032,13,2011,1,52
2011-01-11 14:00:00,2,11.365,59,6.0032,14,2011,1,63
2011-01-11 15:00:00,2,9.85,80,6.0032,15,2011,1,47
2011-01-11 16:00:00,2,7.575,86,15.0013,16,2011,1,76
2011-01-11 17:00:00,2,7.575,86,15.0013,17,2011,1,136
2011-01-11 18:00:00,3,9.09,93,7.0015,18,2011,1,95
2011-01-11 19:00:00,3,11.365,93,0.0,19,2011,1,51
2011-01-11 20:00:00,3,7.575,93,12.998,20,2011,1,32
2011-01-11 21:00:00,3,9.85,86,6.0032,21,2011,1,20
2011-01-11 22:00:00,3,9.09,93,7.0015,22,2011,1,29
2011-01-11 23:00:00,3,9.85,93,6.0032,23,2011,1,19
2011-01-12 00:00:00,2,9.85,86,6.0032,0,2011,1,7
2011-01-12 01:00:00,2,9.09,86,7.0015,1,2011,1,6
2011-01-12 02:00:00,1,7.575,86,8.9981,2,2011,1,1
2011-01-12 05:00:00,1,7.575,86,11.0014,5,2011,1,5
2011-01-12 06:00:00,1,7.575,93,8.9981,6,2011,1,16
2011-01-12 07:00:00,1,7.575,69,8.9981,7,2011,1,54
2011-01-12 08:00:00,1,8.335,59,11.0014,8,2011,1,128
2011-01-12 09:00:00,1,6.82,59,22.0028,9,2011,1,81
2011-01-12 10:00:00,1,9.09,55,15.0013,10,2011,1,39
2011-01-12 11:00:00,1,9.09,51,26.0027,11,2011,1,35
2011-01-12 12:00:00,1,7.575,47,39.0007,12,2011,1,55
2011-01-12 13:00:00,1,9.85,44,23.9994,13,2011,1,49
2011-01-12 14:00:00,1,9.09,47,22.0028,14,2011,1,44
2011-01-12 15:00:00,1,8.335,47,27.9993,15,2011,1,49
2011-01-12 16:00:00,1,9.85,44,22.0028,16,2011,1,68
2011-01-12 17:00:00,1,9.09,47,23.9994,17,2011,1,139
2011-01-12 18:00:00,1,7.575,47,35.0008,18,2011,1,137
2011-01-12 19:00:00,1,7.575,47,27.9993,19,2011,1,83
2011-01-12 20:00:00,1,6.82,50,22.0028,20,2011,1,56
2011-01-12 21:00:00,1,6.82,55,22.0028,21,2011,1,57
2011-01-12 22:00:00,1,6.06,55,30.0026,22,2011,1,33
2011-01-12 23:00:00,1,5.305,59,27.9993,23,2011,1,20
2011-01-13 00:00:00,1,6.06,59,19.0012,0,2011,1,7
2011-01-13 01:00:00,1,6.06,50,19.0012,1,2011,1,2
2011-01-13 02:00:00,1,6.06,50,23.9994,2,2011,1,2
2011-01-13 03:00:00,1,6.06,50,22.0028,3,2011,1,3
2011-01-13 04:00:00,1,6.06,50,16.9979,4,2011,1,4
2011-01-13 05:00:00,1,6.06,50,19.9995,5,2011,1,3
2011-01-13 06:00:00,1,7.575,54,8.9981,6,2011,1,28
2011-01-13 07:00:00,1,7.575,54,8.9981,7,2011,1,72
2011-01-13 08:00:00,1,6.82,50,12.998,8,2011,1,202
2011-01-13 09:00:00,1,6.06,50,22.0028,9,2011,1,139
2011-01-13 10:00:00,2,6.82,50,23.9994,10,2011,1,38
2011-01-13 11:00:00,2,8.335,44,30.0026,11,2011,1,37
2011-01-13 12:00:00,1,8.335,44,27.9993,12,2011,1,52
2011-01-13 13:00:00,1,9.85,41,30.0026,13,2011,1,83
2011-01-13 14:00:00,1,9.85,41,26.0027,14,2011,1,42
2011-01-13 15:00:00,1,10.605,38,19.9995,15,2011,1,60
2011-01-13 16:00:00,1,10.605,38,23.9994,16,2011,1,78
2011-01-13 17:00:00,1,9.09,40,19.0012,17,2011,1,162
2011-01-13 18:00:00,1,9.09,40,22.0028,18,2011,1,144
2011-01-13 19:00:00,1,7.575,47,16.9979,19,2011,1,99
2011-01-13 20:00:00,1,7.575,47,15.0013,20,2011,1,64
2011-01-13 21:00:00,1,6.06,46,19.9995,21,2011,1,40
2011-01-13 22:00:00,1,6.06,46,22.0028,22,2011,1,30
2011-01-13 23:00:00,1,6.82,50,12.998,23,2011,1,15
2011-01-14 00:00:00,1,6.82,50,12.998,0,2011,1,14
2011-01-14 01:00:00,1,6.06,54,11.0014,1,2011,1,5
2011-01-14 02:00:00,1,6.06,54,8.9981,2,2011,1,1
2011-01-14 03:00:00,1,6.82,54,7.0015,3,2011,1,1
2011-01-14 05:00:00,1,6.82,54,6.0032,5,2011,1,8
2011-01-14 06:00:00,1,9.09,54,0.0,6,2011,1,17
2011-01-14 07:00:00,1,6.06,74,11.0014,7,2011,1,70
2011-01-14 08:00:00,1,8.335,68,0.0,8,2011,1,158
2011-01-14 09:00:00,1,7.575,69,8.9981,9,2011,1,117
2011-01-14 10:00:00,1,9.09,55,12.998,10,2011,1,44
2011-01-14 11:00:00,1,8.335,51,19.0012,11,2011,1,53
2011-01-14 12:00:00,1,9.85,44,16.9979,12,2011,1,61
2011-01-14 13:00:00,1,9.85,37,26.0027,13,2011,1,77
2011-01-14 14:00:00,1,10.605,41,19.0012,14,2011,1,64
2011-01-14 15:00:00,1,12.12,38,11.0014,15,2011,1,68
2011-01-14 16:00:00,1,12.12,41,7.0015,16,2011,1,90
2011-01-14 17:00:00,1,11.365,41,11.0014,17,2011,1,159
2011-01-14 18:00:00,1,12.88,47,0.0,18,2011,1,139
2011-01-14 19:00:00,1,9.85,59,6.0032,19,2011,1,92
2011-01-14 20:00:00,1,12.12,59,0.0,20,2011,1,68
2011-01-14 21:00:00,1,11.365,69,0.0,21,2011,1,52
2011-01-14 22:00:00,2,11.365,69,0.0,22,2011,1,36
2011-01-14 23:00:00,2,12.12,55,0.0,23,2011,1,27
2011-01-15 00:00:00,1,12.12,55,0.0,0,2011,1,28
2011-01-15 01:00:00,2,9.85,59,6.0032,1,2011,1,20
2011-01-15 02:00:00,2,9.85,59,6.0032,2,2011,1,12
2011-01-15 03:00:00,2,11.365,59,0.0,3,2011,1,8
2011-01-15 04:00:00,2,11.365,59,0.0,4,2011,1,5
2011-01-15 05:00:00,1,11.365,59,0.0,5,2011,1,1
2011-01-15 06:00:00,1,8.335,63,7.0015,6,2011,1,3
2011-01-15 07:00:00,1,10.605,63,0.0,7,2011,1,10
2011-01-15 08:00:00,1,7.575,63,8.9981,8,2011,1,23
2011-01-15 09:00:00,1,9.09,64,8.9981,9,2011,1,33
2011-01-15 10:00:00,1,9.85,59,11.0014,10,2011,1,59
2011-01-15 11:00:00,1,9.85,55,15.0013,11,2011,1,72
2011-01-15 12:00:00,1,11.365,48,15.0013,12,2011,1,89
2011-01-15 13:00:00,1,12.88,38,19.9995,13,2011,1,101
2011-01-15 14:00:00,1,14.395,39,19.0012,14,2011,1,118
2011-01-15 15:00:00,2,15.91,36,12.998,15,2011,1,129
2011-01-15 16:00:00,2,16.665,34,12.998,16,2011,1,128
2011-01-15 17:00:00,2,15.15,36,19.0012,17,2011,1,83
2011-01-15 18:00:00,2,14.395,45,16.9979,18,2011,1,84
2011-01-15 19:00:00,2,15.15,39,16.9979,19,2011,1,74
2011-01-15 20:00:00,2,15.15,39,16.9979,20,2011,1,41
2011-01-15 21:00:00,2,15.15,39,15.0013,21,2011,1,57
2011-01-15 22:00:00,2,15.91,42,7.0015,22,2011,1,26
2011-01-15 23:00:00,1,14.395,45,19.0012,23,2011,1,44
2011-01-16 00:00:00,1,15.15,56,0.0,0,2011,1,39
2011-01-16 01:00:00,1,13.635,56,8.9981,1,2011,1,23
2011-01-16 02:00:00,1,14.395,56,6.0032,2,2011,1,16
2011-01-16 03:00:00,1,13.635,69,0.0,3,2011,1,15
2011-01-16 04:00:00,1,12.88,56,11.0014,4,2011,1,1
2011-01-16 05:00:00,2,12.88,56,11.0014,5,2011,1,2
2011-01-16 06:00:00,2,12.88,56,11.0014,6,2011,1,1
2011-01-16 07:00:00,2,10.605,56,19.9995,7,2011,1,3
2011-01-16 08:00:00,1,10.605,55,19.0012,8,2011,1,18
2011-01-16 09:00:00,1,10.605,51,16.9979,9,2011,1,32
2011-01-16 10:00:00,1,10.605,51,19.0012,10,2011,1,79
2011-01-16 11:00:00,1,11.365,44,16.9979,11,2011,1,93
2011-01-16 12:00:00,1,10.605,41,19.0012,12,2011,1,104
2011-01-16 13:00:00,1,11.365,35,19.9995,13,2011,1,118
2011-01-16 14:00:00,1,13.635,36,16.9979,14,2011,1,91
2011-01-16 15:00:00,1,12.12,38,16.9979,15,2011,1,113
2011-01-16 16:00:00,1,11.365,38,15.0013,16,2011,1,99
2011-01-16 17:00:00,1,10.605,37,16.9979,17,2011,1,105
2011-01-16 18:00:00,1,10.605,40,11.0014,18,2011,1,67
2011-01-16 19:00:00,1,9.85,47,8.9981,19,2011,1,61
2011-01-16 20:00:00,1,9.85,47,11.0014,20,2011,1,57
2011-01-16 21:00:00,1,9.85,51,11.0014,21,2011,1,28
2011-01-16 22:00:00,2,10.605,49,8.9981,22,2011,1,21
2011-01-16 23:00:00,2,11.365,40,7.0015,23,2011,1,18
2011-01-17 00:00:00,2,9.85,47,15.0013,0,2011,1,17
2011-01-17 01:00:00,2,9.85,44,12.998,1,2011,1,16
2011-01-17 02:00:00,2,8.335,43,16.9979,2,2011,1,8
2011-01-17 03:00:00,2,9.09,43,12.998,3,2011,1,2
2011-01-17 04:00:00,2,9.85,43,8.9981,4,2011,1,3
2011-01-17 05:00:00,2,9.85,43,11.0014,5,2011,1,1
2011-01-17 06:00:00,2,9.09,43,12.998,6,2011,1,5
2011-01-17 07:00:00,2,9.09,50,8.9981,7,2011,1,13
2011-01-17 08:00:00,2,7.575,47,15.0013,8,2011,1,33
2011-01-17 09:00:00,2,7.575,47,15.0013,9,2011,1,47
2011-01-17 10:00:00,2,7.575,50,16.9979,10,2011,1,57
2011-01-17 11:00:00,2,7.575,55,12.998,11,2011,1,64
2011-01-17 12:00:00,2,9.85,47,8.9981,12,2011,1,80
2011-01-17 13:00:00,2,9.85,47,8.9981,13,2011,1,93
2011-01-17 14:00:00,2,10.605,43,7.0015,14,2011,1,86
2011-01-17 15:00:00,2,10.605,47,11.0014,15,2011,1,93
2011-01-17 16:00:00,2,10.605,47,11.0014,16,2011,1,82
2011-01-17 17:00:00,1,9.85,51,12.998,17,2011,1,71
2011-01-17 18:00:00,2,8.335,55,16.9979,18,2011,1,92
2011-01-17 19:00:00,3,9.09,59,12.998,19,2011,1,60
2011-01-17 20:00:00,3,7.575,80,12.998,20,2011,1,33
2011-01-17 21:00:00,3,7.575,80,12.998,21,2011,1,27
2011-01-17 22:00:00,3,6.06,93,16.9979,22,2011,1,13
2011-01-17 23:00:00,3,6.82,86,19.0012,23,2011,1,4
2011-01-18 12:00:00,2,9.09,86,22.0028,12,2011,1,3
2011-01-18 13:00:00,2,9.85,86,15.0013,13,2011,1,22
2011-01-18 14:00:00,2,11.365,80,11.0014,14,2011,1,28
2011-01-18 15:00:00,2,11.365,87,11.0014,15,2011,1,35
